ok,tag,x_name,x_value,seed,n_users,Ks_max,payload.Ks_max,payload_feasible,K,U_max,ent_edge_pct,ms_n_active,payload_n_viol_K,payload_n_viol_T,payload_K_over_sum,payload_T_over_sum,runtime_total_s,W_slots,payload.W_slots,demand_mbps_median,traffic.demand_mbps_median,demand_mbps_median_stress,elev_mask_deg,multisat.elev_mask_deg,hotspot_scale,usergen.hotspot_sigma_m_min,usergen.hotspot_sigma_m_max,rho_safe,ent.rho_safe,theta_3db_deg,beam.theta_3db_deg
1,one_factor:theta_3db_deg,theta_3db_deg,0.9,2,1000,,,1,317.0,0.29111687872165304,9.174311926605505,2.0,0.0,0.0,0.0,0.0,15.282386300001235,,,,,,,,,,,,,0.9,0.9
1,one_factor:theta_3db_deg,theta_3db_deg,0.9,1,1500,,,1,502.0,0.22804899238642204,8.088235294117647,3.0,0.0,0.0,0.0,0.0,15.996214200004033,,,,,,,,,,,,,0.9,0.9
1,one_factor:theta_3db_deg,theta_3db_deg,0.9,2,1500,,,1,423.0,0.33628839756741874,5.732484076433121,2.0,0.0,0.0,0.0,0.0,15.124572799999441,,,,,,,,,,,,,0.9,0.9
1,one_factor:theta_3db_deg,theta_3db_deg,0.9,1,2000,,,1,581.0,0.41881372732532607,6.521739130434782,3.0,0.0,0.0,0.0,0.0,21.870454800002335,,,,,,,,,,,,,0.9,0.9
1,one_factor:theta_3db_deg,theta_3db_deg,0.9,2,2000,,,1,532.0,0.38740042327772056,9.473684210526315,3.0,0.0,0.0,0.0,0.0,17.75134689999686,,,,,,,,,,,,,0.9,0.9
1,one_factor:theta_3db_deg,theta_3db_deg,1.0,1,1000,,,1,336.0,0.27009564391038055,9.70873786407767,2.0,0.0,0.0,0.0,0.0,14.722655399997166,,,,,,,,,,,,,1.0,1.0
1,one_factor:theta_3db_deg,theta_3db_deg,1.0,2,1000,,,1,296.0,0.2905922744619279,7.339449541284404,2.0,0.0,0.0,0.0,0.0,15.482531800000288,,,,,,,,,,,,,1.0,1.0
1,one_factor:theta_3db_deg,theta_3db_deg,1.0,1,1500,,,1,458.0,0.32673520260082217,9.558823529411764,3.0,0.0,0.0,0.0,0.0,17.872136100002535,,,,,,,,,,,,,1.0,1.0
1,one_factor:theta_3db_deg,theta_3db_deg,1.0,2,1500,,,1,395.0,0.44242926917723163,9.554140127388536,2.0,0.0,0.0,0.0,0.0,16.482140999993135,,,,,,,,,,,,,1.0,1.0
1,one_factor:theta_3db_deg,theta_3db_deg,1.0,1,2000,,,1,545.0,0.41466306238254297,7.391304347826087,3.0,0.0,0.0,0.0,0.0,24.963973700003407,,,,,,,,,,,,,1.0,1.0
1,one_factor:theta_3db_deg,theta_3db_deg,1.0,2,2000,,,1,477.0,0.388920099762174,7.368421052631579,2.0,0.0,0.0,0.0,0.0,18.398202300002595,,,,,,,,,,,,,1.0,1.0
1,one_factor:theta_3db_deg,theta_3db_deg,1.1,1,1000,,,1,318.0,0.3079209705191932,7.766990291262136,2.0,0.0,0.0,0.0,0.0,16.372828300005494,,,,,,,,,,,,,1.1,1.1
1,one_factor:theta_3db_deg,theta_3db_deg,1.1,2,1000,,,1,271.0,0.5494460564159036,7.339449541284404,2.0,0.0,0.0,0.0,0.0,17.279273999996803,,,,,,,,,,,,,1.1,1.1
1,one_factor:theta_3db_deg,theta_3db_deg,1.1,1,1500,,,1,418.0,0.5306837235738004,8.823529411764707,2.0,0.0,0.0,0.0,0.0,17.832345500002702,,,,,,,,,,,,,1.1,1.1
1,one_factor:theta_3db_deg,theta_3db_deg,1.1,2,1500,,,1,363.0,0.6644553500661223,5.095541401273885,2.0,0.0,0.0,0.0,0.0,17.625189799993677,,,,,,,,,,,,,1.1,1.1
1,one_factor:theta_3db_deg,theta_3db_deg,1.1,1,2000,,,1,503.0,0.4855683648010474,8.26086956521739,3.0,0.0,0.0,0.0,0.0,23.324744700003066,,,,,,,,,,,,,1.1,1.1
1,one_factor:theta_3db_deg,theta_3db_deg,1.1,2,2000,,,1,432.0,0.3937852836620883,6.842105263157895,2.0,0.0,0.0,0.0,0.0,17.158985400001256,,,,,,,,,,,,,1.1,1.1
